model,repeat,arm,total_items,evaluated_items,error_runs,skipped_missing_prediction,skipped_no_reference,exact_best_matches,exact_best_match_rate,no_relation_best_matches,tp,fp,fn,precision,recall,micro_f1,position_sensitive_tp,position_sensitive_fp,position_sensitive_fn,position_sensitive_precision,position_sensitive_recall,position_sensitive_micro_f1
anthropic/claude-haiku-4.5,4,additive_verbs,362,362,0,0,0,199,0.5497237569060773,57,282,226,60,0.5551181102362205,0.8245614035087719,0.6635294117647059,217,296,117,0.42300194931773877,0.6497005988023952,0.512396694214876
anthropic/claude-haiku-4.5,4,all_verbs,362,362,0,0,0,201,0.5552486187845304,57,268,180,75,0.5982142857142857,0.7813411078717201,0.6776232616940582,210,243,128,0.46357615894039733,0.621301775147929,0.5309734513274337
anthropic/claude-haiku-4.5,4,context_pos,362,362,0,0,0,205,0.5662983425414365,57,274,174,68,0.6116071428571429,0.8011695906432749,0.6936708860759494,214,239,124,0.47240618101545256,0.6331360946745562,0.5410872313527181
anthropic/claude-haiku-4.5,4,additive_pos,362,362,0,0,0,202,0.5580110497237569,57,283,200,59,0.5859213250517599,0.827485380116959,0.686060606060606,217,271,117,0.444672131147541,0.6497005988023952,0.5279805352798054
anthropic/claude-haiku-4.5,5,baseline,362,362,0,0,0,207,0.5718232044198895,57,278,170,62,0.6205357142857143,0.8176470588235294,0.7055837563451777,217,236,117,0.47902869757174393,0.6497005988023952,0.5514612452350699
anthropic/claude-haiku-4.5,5,additive_verbs,362,362,0,0,0,199,0.5497237569060773,57,282,226,60,0.5551181102362205,0.8245614035087719,0.6635294117647059,217,296,117,0.42300194931773877,0.6497005988023952,0.512396694214876
anthropic/claude-haiku-4.5,5,all_verbs,362,362,0,0,0,201,0.5552486187845304,57,268,180,75,0.5982142857142857,0.7813411078717201,0.6776232616940582,210,243,128,0.46357615894039733,0.621301775147929,0.5309734513274337
anthropic/claude-haiku-4.5,5,context_pos,362,362,0,0,0,205,0.5662983425414365,57,274,174,68,0.6116071428571429,0.8011695906432749,0.6936708860759494,214,239,124,0.47240618101545256,0.6331360946745562,0.5410872313527181
anthropic/claude-haiku-4.5,5,additive_pos,362,362,0,0,0,202,0.5580110497237569,57,283,200,59,0.5859213250517599,0.827485380116959,0.686060606060606,217,271,117,0.444672131147541,0.6497005988023952,0.5279805352798054
anthropic/claude-sonnet-4.5,1,baseline,362,362,0,0,0,232,0.6408839779005525,66,292,131,54,0.6903073286052009,0.8439306358381503,0.7594278283485045,235,198,106,0.5427251732101617,0.6891495601173021,0.6072351421188631
anthropic/claude-sonnet-4.5,1,additive_verbs,362,362,0,0,0,218,0.6022099447513812,66,292,169,54,0.6334056399132321,0.8439306358381503,0.7236679058240396,235,236,106,0.4989384288747346,0.6891495601173021,0.5788177339901478
anthropic/claude-sonnet-4.5,1,all_verbs,362,362,0,0,0,218,0.6022099447513812,66,274,149,71,0.6477541371158393,0.7942028985507247,0.7135416666666666,219,214,121,0.5057736720554272,0.6441176470588236,0.5666235446313066
anthropic/claude-sonnet-4.5,1,context_pos,362,362,0,0,0,225,0.6215469613259669,66,282,141,63,0.6666666666666666,0.8173913043478261,0.734375,226,207,114,0.5219399538106235,0.6647058823529411,0.5847347994825356
anthropic/claude-sonnet-4.5,1,additive_pos,362,362,0,0,0,224,0.6187845303867403,66,293,155,53,0.6540178571428571,0.846820809248555,0.7380352644836272,235,223,106,0.5131004366812227,0.6891495601173021,0.5882352941176471
anthropic/claude-sonnet-4.5,2,baseline,362,362,0,0,0,232,0.6408839779005525,66,291,129,54,0.6928571428571428,0.8434782608695652,0.7607843137254902,234,196,107,0.5441860465116279,0.6862170087976539,0.6070038910505836
anthropic/claude-sonnet-4.5,2,additive_verbs,362,362,0,0,0,218,0.6022099447513812,66,291,167,54,0.6353711790393013,0.8434782608695652,0.7247820672478207,234,234,107,0.5,0.6862170087976539,0.5784919653893696
anthropic/claude-sonnet-4.5,2,all_verbs,362,362,0,0,0,218,0.6022099447513812,66,273,147,71,0.65,0.7936046511627907,0.7146596858638743,218,212,122,0.5069767441860465,0.6411764705882353,0.5662337662337662
anthropic/claude-sonnet-4.5,2,context_pos,362,362,0,0,0,225,0.6215469613259669,66,281,139,63,0.669047619047619,0.8168604651162791,0.7356020942408377,225,205,115,0.5232558139534884,0.6617647058823529,0.5844155844155844
anthropic/claude-sonnet-4.5,2,additive_pos,362,362,0,0,0,224,0.6187845303867403,66,292,153,53,0.6561797752808989,0.8463768115942029,0.739240506329114,234,221,107,0.5142857142857142,0.6862170087976539,0.5879396984924623
anthropic/claude-sonnet-4.5,3,baseline,362,362,0,0,0,231,0.638121546961326,66,289,131,56,0.6880952380952381,0.8376811594202899,0.7555555555555555,234,195,107,0.5454545454545454,0.6862170087976539,0.6077922077922078
anthropic/claude-sonnet-4.5,3,additive_verbs,362,362,0,0,0,217,0.5994475138121547,66,289,169,56,0.631004366812227,0.8376811594202899,0.7198007471980075,234,233,107,0.5010706638115632,0.6862170087976539,0.5792079207920792
anthropic/claude-sonnet-4.5,3,all_verbs,362,362,0,0,0,217,0.5994475138121547,66,271,149,73,0.6452380952380953,0.7877906976744186,0.7094240837696335,218,211,122,0.5081585081585082,0.6411764705882353,0.5669700910273082
anthropic/claude-sonnet-4.5,3,context_pos,362,362,0,0,0,224,0.6187845303867403,66,279,141,65,0.6642857142857143,0.811046511627907,0.7303664921465969,225,204,115,0.5244755244755245,0.6617647058823529,0.5851755526657998
anthropic/claude-sonnet-4.5,3,additive_pos,362,362,0,0,0,223,0.6160220994475138,66,290,155,55,0.651685393258427,0.8405797101449275,0.7341772151898734,234,220,107,0.5154185022026432,0.6862170087976539,0.5886792452830188
anthropic/claude-sonnet-4.5,4,baseline,362,362,0,0,0,232,0.6408839779005525,66,292,130,54,0.6919431279620853,0.8439306358381503,0.7604166666666666,234,198,107,0.5416666666666666,0.6862170087976539,0.6054333764553687
anthropic/claude-sonnet-4.5,4,additive_verbs,362,362,0,0,0,218,0.6022099447513812,66,292,168,54,0.6347826086956522,0.8439306358381503,0.7245657568238213,234,236,107,0.4978723404255319,0.6862170087976539,0.5770653514180024
anthropic/claude-sonnet-4.5,4,all_verbs,362,362,0,0,0,218,0.6022099447513812,66,274,148,71,0.6492890995260664,0.7942028985507247,0.7144719687092569,218,214,122,0.5046296296296297,0.6411764705882353,0.5647668393782384
anthropic/claude-sonnet-4.5,4,context_pos,362,362,0,0,0,225,0.6215469613259669,66,282,140,63,0.6682464454976303,0.8173913043478261,0.7353324641460235,225,207,115,0.5208333333333334,0.6617647058823529,0.582901554404145
anthropic/claude-sonnet-4.5,4,additive_pos,362,362,0,0,0,224,0.6187845303867403,66,293,153,53,0.6569506726457399,0.846820809248555,0.73989898989899,234,222,107,0.5131578947368421,0.6862170087976539,0.5872020075282308
anthropic/claude-sonnet-4.5,5,baseline,362,362,0,0,0,231,0.638121546961326,66,291,130,54,0.6912114014251781,0.8434782608695652,0.7597911227154047,233,197,108,0.541860465116279,0.6832844574780058,0.6044098573281452
anthropic/claude-sonnet-4.5,5,additive_verbs,362,362,0,0,0,217,0.5994475138121547,66,291,168,54,0.6339869281045751,0.8434782608695652,0.7238805970149254,233,235,108,0.49786324786324787,0.6832844574780058,0.5760197775030902
anthropic/claude-sonnet-4.5,5,all_verbs,362,362,0,0,0,217,0.5994475138121547,66,273,148,71,0.6484560570071259,0.7936046511627907,0.7137254901960784,217,213,123,0.5046511627906977,0.638235294117647,0.5636363636363636
anthropic/claude-sonnet-4.5,5,context_pos,362,362,0,0,0,224,0.6187845303867403,66,281,140,63,0.667458432304038,0.8168604651162791,0.734640522875817,224,206,116,0.5209302325581395,0.6588235294117647,0.5818181818181818
anthropic/claude-sonnet-4.5,5,additive_pos,362,362,0,0,0,223,0.6160220994475138,66,292,154,53,0.6547085201793722,0.8463768115942029,0.7383059418457648,233,222,108,0.512087912087912,0.6832844574780058,0.585427135678392
google/gemini-3.1-flash-lite,1,baseline,362,362,0,0,0,234,0.6464088397790055,62,284,120,63,0.7029702970297029,0.8184438040345822,0.7563249001331558,223,181,108,0.551980198019802,0.6737160120845922,0.6068027210884354
google/gemini-3.1-flash-lite,1,additive_verbs,362,362,0,0,0,222,0.6132596685082873,62,285,152,63,0.6521739130434783,0.8189655172413793,0.7261146496815286,223,214,108,0.5102974828375286,0.6737160120845922,0.5807291666666666
google/gemini-3.1-flash-lite,1,all_verbs,362,362,0,0,0,223,0.6160220994475138,62,269,135,79,0.6658415841584159,0.7729885057471264,0.7154255319148937,210,194,121,0.5198019801980198,0.6344410876132931,0.5714285714285714
google/gemini-3.1-flash-lite,1,context_pos,362,362,0,0,0,228,0.6298342541436464,62,276,128,71,0.6831683168316832,0.7953890489913544,0.7350199733688415,216,188,115,0.5346534653465347,0.6525679758308157,0.5877551020408164
google/gemini-3.1-flash-lite,1,additive_pos,362,362,0,0,0,227,0.6270718232044199,62,285,137,63,0.6753554502369669,0.8189655172413793,0.7402597402597403,223,199,108,0.5284360189573459,0.6737160120845922,0.5922974767596282
google/gemini-3.1-flash-lite,2,baseline,362,362,0,0,0,237,0.6546961325966851,62,289,119,59,0.7083333333333334,0.8304597701149425,0.7645502645502645,229,179,103,0.5612745098039216,0.6897590361445783,0.6189189189189189
google/gemini-3.1-flash-lite,2,additive_verbs,362,362,0,0,0,226,0.6243093922651933,62,290,152,59,0.6561085972850679,0.830945558739255,0.7332490518331226,229,213,103,0.5180995475113123,0.6897590361445783,0.5917312661498708
google/gemini-3.1-flash-lite,2,all_verbs,362,362,0,0,0,227,0.6270718232044199,62,275,133,74,0.6740196078431373,0.7879656160458453,0.726552179656539,216,192,116,0.5294117647058824,0.6506024096385542,0.5837837837837838
google/gemini-3.1-flash-lite,2,context_pos,362,362,0,0,0,231,0.638121546961326,62,281,127,67,0.6887254901960784,0.8074712643678161,0.7433862433862434,222,186,110,0.5441176470588235,0.6686746987951807,0.6
google/gemini-3.1-flash-lite,2,additive_pos,362,362,0,0,0,230,0.6353591160220995,62,290,136,59,0.6807511737089202,0.830945558739255,0.7483870967741936,229,197,103,0.5375586854460094,0.6897590361445783,0.604221635883905
google/gemini-3.1-flash-lite,3,baseline,362,362,0,0,0,237,0.6546961325966851,63,287,116,60,0.7121588089330024,0.8270893371757925,0.7653333333333333,226,177,105,0.5607940446650124,0.6827794561933535,0.6158038147138964
google/gemini-3.1-flash-lite,3,additive_verbs,362,362,0,0,0,225,0.6215469613259669,63,288,150,60,0.6575342465753424,0.8275862068965517,0.732824427480916,226,212,105,0.5159817351598174,0.6827794561933535,0.58777633289987
google/gemini-3.1-flash-lite,3,all_verbs,362,362,0,0,0,226,0.6243093922651933,63,272,131,76,0.674937965260546,0.7816091954022989,0.7243675099866844,213,190,118,0.5285359801488834,0.6435045317220544,0.5803814713896458
google/gemini-3.1-flash-lite,3,context_pos,362,362,0,0,0,231,0.638121546961326,63,279,124,68,0.6923076923076923,0.8040345821325648,0.744,219,184,112,0.543424317617866,0.6616314199395771,0.5967302452316077
google/gemini-3.1-flash-lite,3,additive_pos,362,362,0,0,0,230,0.6353591160220995,63,288,133,60,0.684085510688836,0.8275862068965517,0.7490247074122237,226,195,105,0.5368171021377672,0.6827794561933535,0.601063829787234
google/gemini-3.1-flash-lite,4,baseline,362,362,0,0,0,236,0.6519337016574586,63,283,121,62,0.7004950495049505,0.8202898550724638,0.7556742323097463,226,178,107,0.5594059405940595,0.6786786786786787,0.6132971506105834
google/gemini-3.1-flash-lite,4,additive_verbs,362,362,0,0,0,224,0.6187845303867403,63,283,156,62,0.6446469248291572,0.8202898550724638,0.7219387755102041,226,213,107,0.5148063781321185,0.6786786786786787,0.5854922279792746
google/gemini-3.1-flash-lite,4,all_verbs,362,362,0,0,0,224,0.6187845303867403,63,267,137,78,0.6608910891089109,0.7739130434782608,0.7129506008010681,212,192,120,0.5247524752475248,0.6385542168674698,0.5760869565217391
google/gemini-3.1-flash-lite,4,context_pos,362,362,0,0,0,229,0.6325966850828729,63,274,130,70,0.6782178217821783,0.7965116279069767,0.732620320855615,218,186,114,0.5396039603960396,0.6566265060240963,0.592391304347826
google/gemini-3.1-flash-lite,4,additive_pos,362,362,0,0,0,229,0.6325966850828729,63,283,138,62,0.672209026128266,0.8202898550724638,0.7389033942558747,226,195,107,0.5368171021377672,0.6786786786786787,0.5994694960212201
google/gemini-3.1-flash-lite,5,baseline,362,362,0,0,0,239,0.6602209944751382,64,289,117,58,0.7118226600985221,0.8328530259365994,0.7675962815405046,230,176,103,0.5665024630541872,0.6906906906906907,0.6224627875507442
google/gemini-3.1-flash-lite,5,additive_verbs,362,362,0,0,0,227,0.6270718232044199,64,289,150,58,0.6583143507972665,0.8328530259365994,0.7353689567430025,230,209,103,0.5239179954441914,0.6906906906906907,0.5958549222797928
google/gemini-3.1-flash-lite,5,all_verbs,362,362,0,0,0,227,0.6270718232044199,64,273,133,74,0.6724137931034483,0.7867435158501441,0.7250996015936255,216,190,116,0.5320197044334976,0.6506024096385542,0.5853658536585366
google/gemini-3.1-flash-lite,5,context_pos,362,362,0,0,0,232,0.6408839779005525,64,280,126,66,0.6896551724137931,0.8092485549132948,0.7446808510638298,222,184,110,0.5467980295566502,0.6686746987951807,0.6016260162601627
google/gemini-3.1-flash-lite,5,additive_pos,362,362,0,0,0,232,0.6408839779005525,64,289,134,58,0.6832151300236406,0.8328530259365994,0.7506493506493507,230,193,103,0.5437352245862884,0.6906906906906907,0.6084656084656085
google/gemini-3.5-flash,1,baseline,362,362,0,0,0,218,0.6022099447513812,49,296,156,66,0.6548672566371682,0.8176795580110497,0.7272727272727273,235,217,112,0.5199115044247787,0.6772334293948127,0.5882352941176471
google/gemini-3.5-flash,1,additive_verbs,362,362,0,0,0,208,0.574585635359116,49,296,196,66,0.6016260162601627,0.8176795580110497,0.6932084309133489,235,257,112,0.47764227642276424,0.6772334293948127,0.5601907032181168
google/gemini-3.5-flash,1,all_verbs,362,362,0,0,0,208,0.574585635359116,49,281,171,79,0.6216814159292036,0.7805555555555556,0.6921182266009852,222,230,122,0.4911504424778761,0.6453488372093024,0.5577889447236181
google/gemini-3.5-flash,1,context_pos,362,362,0,0,0,211,0.5828729281767956,49,288,164,72,0.6371681415929203,0.8,0.7093596059113301,227,225,118,0.5022123893805309,0.6579710144927536,0.5696361355081556
google/gemini-3.5-flash,1,additive_pos,362,362,0,0,0,211,0.5828729281767956,49,296,179,66,0.6231578947368421,0.8176795580110497,0.7072879330943848,235,240,112,0.49473684210526314,0.6772334293948127,0.5717761557177615
google/gemini-3.5-flash,2,baseline,362,362,0,0,0,220,0.6077348066298343,49,298,153,63,0.6607538802660754,0.8254847645429363,0.7339901477832512,237,214,109,0.5254988913525499,0.684971098265896,0.5947302383939774
google/gemini-3.5-flash,2,additive_verbs,362,362,0,0,0,208,0.574585635359116,49,298,194,63,0.6056910569105691,0.8254847645429363,0.6987104337631888,237,255,109,0.4817073170731707,0.684971098265896,0.5656324582338902
google/gemini-3.5-flash,2,all_verbs,362,362,0,0,0,208,0.574585635359116,49,282,169,77,0.6252771618625277,0.7855153203342619,0.6962962962962963,223,228,120,0.49445676274944567,0.6501457725947521,0.5617128463476071
google/gemini-3.5-flash,2,context_pos,362,362,0,0,0,213,0.5883977900552486,49,290,161,69,0.6430155210643016,0.807799442896936,0.7160493827160493,229,222,115,0.5077605321507761,0.6656976744186046,0.5761006289308176
google/gemini-3.5-flash,2,additive_pos,362,362,0,0,0,213,0.5883977900552486,49,298,177,63,0.6273684210526316,0.8254847645429363,0.7129186602870813,237,238,109,0.49894736842105264,0.684971098265896,0.5773447015834349
google/gemini-3.5-flash,3,baseline,362,362,0,0,0,221,0.6104972375690608,49,300,153,62,0.6622516556291391,0.8287292817679558,0.7361963190184049,235,218,110,0.5187637969094923,0.6811594202898551,0.5889724310776943
google/gemini-3.5-flash,3,additive_verbs,362,362,0,0,0,210,0.580110497237569,49,300,196,62,0.6048387096774194,0.8287292817679558,0.6993006993006993,235,261,110,0.4737903225806452,0.6811594202898551,0.558858501783591
google/gemini-3.5-flash,3,all_verbs,362,362,0,0,0,210,0.580110497237569,49,284,169,76,0.6269315673289183,0.7888888888888889,0.6986469864698647,221,232,121,0.4878587196467991,0.6461988304093568,0.5559748427672956
google/gemini-3.5-flash,3,context_pos,362,362,0,0,0,214,0.5911602209944752,49,292,161,68,0.6445916114790287,0.8111111111111111,0.7183271832718328,227,226,116,0.5011037527593819,0.6618075801749271,0.5703517587939698
google/gemini-3.5-flash,3,additive_pos,362,362,0,0,0,214,0.5911602209944752,49,300,179,62,0.6263048016701461,0.8287292817679558,0.713436385255648,235,244,110,0.4906054279749478,0.6811594202898551,0.5703883495145631
google/gemini-3.5-flash,4,baseline,362,362,0,0,0,220,0.6077348066298343,49,299,156,62,0.6571428571428571,0.8282548476454293,0.7328431372549019,235,220,111,0.5164835164835165,0.6791907514450867,0.5867665418227216
google/gemini-3.5-flash,4,additive_verbs,362,362,0,0,0,209,0.5773480662983426,49,299,199,62,0.6004016064257028,0.8282548476454293,0.6961583236321304,235,263,111,0.4718875502008032,0.6791907514450867,0.556872037914692
google/gemini-3.5-flash,4,all_verbs,362,362,0,0,0,209,0.5773480662983426,49,284,171,75,0.6241758241758242,0.7910863509749304,0.6977886977886978,222,233,121,0.4879120879120879,0.6472303206997084,0.556390977443609
google/gemini-3.5-flash,4,context_pos,362,362,0,0,0,213,0.5883977900552486,49,291,164,68,0.6395604395604395,0.8105849582172702,0.714987714987715,227,228,117,0.4989010989010989,0.6598837209302325,0.5682102628285357
google/gemini-3.5-flash,4,additive_pos,362,362,0,0,0,213,0.5883977900552486,49,299,181,62,0.6229166666666667,0.8282548476454293,0.7110582639714625,235,245,111,0.4895833333333333,0.6791907514450867,0.5690072639225182
google/gemini-3.5-flash,5,baseline,362,362,0,0,0,223,0.6160220994475138,49,301,150,62,0.6674057649667405,0.8292011019283747,0.7395577395577395,240,211,108,0.532150776053215,0.6896551724137931,0.6007509386733417
google/gemini-3.5-flash,5,additive_verbs,362,362,0,0,0,211,0.5828729281767956,49,301,191,62,0.6117886178861789,0.8292011019283747,0.704093567251462,240,252,108,0.4878048780487805,0.6896551724137931,0.5714285714285714
google/gemini-3.5-flash,5,all_verbs,362,362,0,0,0,211,0.5828729281767956,49,285,166,76,0.6319290465631929,0.7894736842105263,0.7019704433497537,226,225,119,0.5011086474501109,0.6550724637681159,0.5678391959798995
google/gemini-3.5-flash,5,context_pos,362,362,0,0,0,216,0.5966850828729282,49,293,158,68,0.6496674057649667,0.8116343490304709,0.7216748768472906,232,219,114,0.5144124168514412,0.6705202312138728,0.5821831869510665
google/gemini-3.5-flash,5,additive_pos,362,362,0,0,0,216,0.5966850828729282,49,301,174,62,0.6336842105263157,0.8292011019283747,0.7183770883054893,240,235,108,0.5052631578947369,0.6896551724137931,0.583232077764277
google/gemma-3-4b-it,1,baseline,362,354,8,8,0,63,0.17796610169491525,15,176,635,153,0.21701602959309493,0.5349544072948328,0.3087719298245614,104,707,210,0.1282367447595561,0.33121019108280253,0.18488888888888888
google/gemma-3-4b-it,1,additive_verbs,362,354,8,8,0,56,0.15819209039548024,15,239,846,99,0.22027649769585253,0.7071005917159763,0.3359100491918482,106,979,208,0.09769585253456221,0.3375796178343949,0.15153681200857755
google/gemma-3-4b-it,1,all_verbs,362,354,8,8,0,80,0.22598870056497175,15,222,589,114,0.27373612823674476,0.6607142857142857,0.3870967741935484,129,682,189,0.15906288532675708,0.4056603773584906,0.22852081488042517
google/gemma-3-4b-it,1,context_pos,362,354,8,8,0,83,0.2344632768361582,15,230,581,105,0.2836004932182491,0.6865671641791045,0.4013961605584642,137,674,181,0.16892725030826142,0.4308176100628931,0.24269264836138174
google/gemma-3-4b-it,1,additive_pos,362,354,8,8,0,60,0.1694915254237288,15,242,822,95,0.2274436090225564,0.7181008902077152,0.3454675231977159,106,958,208,0.09962406015037593,0.3375796178343949,0.15384615384615385
google/gemma-3-4b-it,2,baseline,362,355,7,7,0,66,0.18591549295774648,15,178,627,151,0.22111801242236026,0.541033434650456,0.31393298059964725,107,698,209,0.13291925465838508,0.33860759493670883,0.19090098126672614
google/gemma-3-4b-it,2,additive_verbs,362,355,7,7,0,58,0.16338028169014085,15,243,835,96,0.22541743970315398,0.7168141592920354,0.3429781227946366,109,969,207,0.10111317254174397,0.3449367088607595,0.1563845050215208
google/gemma-3-4b-it,2,all_verbs,362,355,7,7,0,83,0.23380281690140844,15,226,579,111,0.28074534161490683,0.6706231454005934,0.3957968476357268,132,673,188,0.1639751552795031,0.4125,0.23466666666666666
google/gemma-3-4b-it,2,context_pos,362,355,7,7,0,86,0.24225352112676057,15,234,571,102,0.2906832298136646,0.6964285714285714,0.4101665205959685,140,665,180,0.17391304347826086,0.4375,0.24888888888888888
google/gemma-3-4b-it,2,additive_pos,362,355,7,7,0,62,0.17464788732394365,15,246,813,92,0.23229461756373937,0.727810650887574,0.3521832498210451,109,950,207,0.10292728989612843,0.3449367088607595,0.15854545454545454
google/gemma-3-4b-it,3,baseline,362,355,7,7,0,64,0.18028169014084508,15,176,632,152,0.21782178217821782,0.5365853658536586,0.30985915492957744,105,703,209,0.12995049504950495,0.3343949044585987,0.18716577540106952
google/gemma-3-4b-it,3,additive_verbs,362,355,7,7,0,56,0.15774647887323945,15,241,841,97,0.22273567467652494,0.7130177514792899,0.33943661971830985,107,975,207,0.0988909426987061,0.34076433121019106,0.15329512893982808
google/gemma-3-4b-it,3,all_verbs,362,355,7,7,0,81,0.22816901408450704,15,224,584,112,0.27722772277227725,0.6666666666666666,0.3916083916083916,130,678,189,0.1608910891089109,0.40752351097178685,0.23070097604259096
google/gemma-3-4b-it,3,context_pos,362,355,7,7,0,84,0.23661971830985915,15,232,576,103,0.2871287128712871,0.6925373134328359,0.40594925634295714,138,670,181,0.1707920792079208,0.43260188087774293,0.24489795918367346
google/gemma-3-4b-it,3,additive_pos,362,355,7,7,0,60,0.16901408450704225,15,244,818,93,0.2297551789077213,0.7240356083086054,0.3488205861329521,107,955,207,0.1007532956685499,0.34076433121019106,0.1555232558139535
google/gemma-3-4b-it,4,baseline,362,355,7,7,0,63,0.17746478873239438,15,177,635,153,0.21798029556650247,0.5363636363636364,0.30998248686514884,104,708,210,0.12807881773399016,0.33121019108280253,0.1847246891651865
google/gemma-3-4b-it,4,additive_verbs,362,355,7,7,0,56,0.15774647887323945,15,242,844,98,0.22283609576427257,0.711764705882353,0.3394109396914446,106,980,208,0.09760589318600368,0.3375796178343949,0.15142857142857144
google/gemma-3-4b-it,4,all_verbs,362,355,7,7,0,81,0.22816901408450704,15,225,587,113,0.2770935960591133,0.665680473372781,0.391304347826087,129,683,189,0.15886699507389163,0.4056603773584906,0.22831858407079647
google/gemma-3-4b-it,4,context_pos,362,355,7,7,0,84,0.23661971830985915,15,233,579,104,0.2869458128078818,0.6913946587537092,0.40557006092254133,137,675,181,0.1687192118226601,0.4308176100628931,0.2424778761061947
google/gemma-3-4b-it,4,additive_pos,362,355,7,7,0,60,0.16901408450704225,15,245,822,94,0.2296157450796626,0.7227138643067846,0.3485064011379801,106,961,208,0.09934395501405811,0.3375796178343949,0.15351194786386677
google/gemma-3-4b-it,5,baseline,362,356,6,6,0,64,0.1797752808988764,15,180,630,152,0.2222222222222222,0.5421686746987951,0.31523642732049034,106,704,210,0.1308641975308642,0.33544303797468356,0.1882770870337478
google/gemma-3-4b-it,5,additive_verbs,362,356,6,6,0,56,0.15730337078651685,15,246,839,96,0.22672811059907835,0.7192982456140351,0.3447792571829012,108,977,208,0.09953917050691244,0.34177215189873417,0.15417558886509636
google/gemma-3-4b-it,5,all_verbs,362,356,6,6,0,82,0.2303370786516854,15,229,581,111,0.28271604938271605,0.6735294117647059,0.3982608695652174,132,678,189,0.16296296296296298,0.411214953271028,0.23342175066312998
